operator,family,phs_order,poly_deg,eps,N,nrmse
partial1,PHS,7,6,0.0,900,6.6370219459451e-8
partial1,PHS,7,6,0.0,2025,4.382495078484781e-9
partial1,PHS,7,6,0.0,4900,2.6082549190670145e-10
partial1,PHS,3,1,0.0,100,0.07419671919373036
partial1,PHS,3,1,0.0,225,0.042569151412844855
partial1,PHS,3,1,0.0,400,0.030288714154511488
partial1,PHS,3,1,0.0,900,0.01640246138076078
partial1,PHS,3,1,0.0,2025,0.010181451512905407
partial1,PHS,3,1,0.0,4900,0.006245763203725568
partial1,PHS,3,3,0.0,100,0.005037284549495981
partial1,PHS,3,3,0.0,225,0.0011817023745079678
partial1,PHS,3,3,0.0,400,0.00044544683737147577
partial1,PHS,3,3,0.0,900,0.00010977916466488949
partial1,PHS,3,3,0.0,2025,2.5793890386034022e-5
partial1,PHS,3,3,0.0,4900,5.9672084682556574e-6
partial1,PHS,3,4,0.0,100,0.0019978376709675204
partial1,PHS,3,4,0.0,225,0.00031449048712730985
partial1,PHS,3,4,0.0,400,8.349852853997556e-5
partial1,PHS,3,4,0.0,900,1.3075436226332826e-5
partial1,PHS,3,4,0.0,2025,2.0134981952017135e-6
partial1,PHS,3,4,0.0,4900,2.7240423632739654e-7
partial1,IMQ,0,0,1.0,100,0.08639927956289917
partial1,IMQ,0,0,1.0,225,0.05434140963335405
partial1,IMQ,0,0,1.0,400,0.03803348717535773
partial1,IMQ,0,0,1.0,900,0.022117998233721615
partial1,IMQ,0,0,1.0,2025,0.015175694479690183
partial1,IMQ,0,0,1.0,4900,0.009766302020050202
partial1,Gaussian,0,0,1.0,100,0.08655830702111719
partial1,Gaussian,0,0,1.0,225,0.05447071456191365
partial1,Gaussian,0,0,1.0,400,0.03807024411913749
partial1,Gaussian,0,0,1.0,900,0.022007945133042814
partial1,Gaussian,0,0,1.0,2025,0.015182732606636088
partial1,Gaussian,0,0,1.0,4900,0.009767062065352135
partial1,IMQ,0,1,1.0,100,0.049613580040762294
partial1,IMQ,0,1,1.0,225,0.026783881863312455
partial1,IMQ,0,1,1.0,400,0.013686090634707783
partial1,IMQ,0,1,1.0,900,0.006800652196796173
partial1,IMQ,0,1,1.0,2025,0.003232369391242222
partial1,IMQ,0,1,1.0,4900,0.0015312078123687941
partial1,Gaussian,0,1,1.0,100,0.04341665856704322
partial1,Gaussian,0,1,1.0,225,0.022237225765281667
partial1,Gaussian,0,1,1.0,400,0.010274109095377097
partial1,Gaussian,0,1,1.0,900,0.0058092256558415056
partial1,Gaussian,0,1,1.0,2025,0.002743892072201752
partial1,Gaussian,0,1,1.0,4900,0.0012475090001398809
partial1,IMQ,0,2,1.0,100,0.006295011784357709
partial1,IMQ,0,2,1.0,225,0.0015678199050684237
partial1,IMQ,0,2,1.0,400,0.000603688864636398
partial1,IMQ,0,2,1.0,900,0.0001365730147948738
partial1,IMQ,0,2,1.0,2025,4.002506877536759e-5
partial1,IMQ,0,2,1.0,4900,9.824991627327914e-6
partial1,Gaussian,0,2,1.0,100,0.003875888572262225
partial1,Gaussian,0,2,1.0,225,0.001033866291429636
partial1,Gaussian,0,2,1.0,400,0.0003899844951317157
partial1,Gaussian,0,2,1.0,900,0.00010012574611363077
partial1,Gaussian,0,2,1.0,2025,2.902206605532667e-5
partial1,Gaussian,0,2,1.0,4900,7.698508687519348e-6
partial1,IMQ,0,3,1.0,100,0.0009382048882167458
partial1,IMQ,0,3,1.0,225,0.0001362093744905982
partial1,IMQ,0,3,1.0,400,3.429302289160599e-5
partial1,IMQ,0,3,1.0,900,4.782061543386386e-6
partial1,IMQ,0,3,1.0,2025,2.5476196581148097e-6
partial1,IMQ,0,3,1.0,4900,1.1956714838327636e-5
partial1,Gaussian,0,3,1.0,100,0.0004979084500397106
partial1,Gaussian,0,3,1.0,225,8.696941404595536e-5
partial1,Gaussian,0,3,1.0,400,2.7679150015254353e-5
partial1,Gaussian,0,3,1.0,900,3.933281977026424e-6
partial1,Gaussian,0,3,1.0,2025,7.982034537660821e-6
partial1,Gaussian,0,3,1.0,4900,1.0461072932122984e-5
partial1,IMQ,0,4,1.0,100,0.0003180878874376623
partial1,IMQ,0,4,1.0,225,2.059613910582011e-5
partial1,IMQ,0,4,1.0,400,3.509889051295537e-6
partial1,IMQ,0,4,1.0,900,6.905182839456995e-7
partial1,IMQ,0,4,1.0,2025,9.138734941828133e-7
partial1,IMQ,0,4,1.0,4900,2.016723334360012e-5
partial1,Gaussian,0,4,1.0,100,3.1823303355822e-5
partial1,Gaussian,0,4,1.0,225,3.3164294816028505e-6
partial1,Gaussian,0,4,1.0,400,4.123638397124176e-6
partial1,Gaussian,0,4,1.0,900,3.6020825934294894e-6
partial1,Gaussian,0,4,1.0,2025,8.231833096371934e-6
partial1,Gaussian,0,4,1.0,4900,3.7412628751562744e-5
partial2,PHS,1,1,0.0,100,0.847221470301503
partial2,PHS,1,1,0.0,225,0.846157542586746
partial2,PHS,1,1,0.0,400,0.8445133301769453
partial2,PHS,1,1,0.0,900,0.8223918058580563
partial2,PHS,1,1,0.0,2025,0.831644512006804
partial2,PHS,1,1,0.0,4900,0.8255254831809624
partial2,PHS,3,2,0.0,100,0.1919828606335707
partial2,PHS,3,2,0.0,225,0.10989652927958765
partial2,PHS,3,2,0.0,400,0.07402968865729502
partial2,PHS,3,2,0.0,900,0.04297255981684189
partial2,PHS,3,2,0.0,2025,0.026846321902180455
partial2,PHS,3,2,0.0,4900,0.016254180324672716
partial2,PHS,5,3,0.0,100,0.0385935599803432
partial2,PHS,5,3,0.0,225,0.01400971797137004
partial2,PHS,5,3,0.0,400,0.007010900379332208
partial2,PHS,5,3,0.0,900,0.0025678362628356647
partial2,PHS,5,3,0.0,2025,0.0009701863723518192
partial2,PHS,5,3,0.0,4900,0.00035504514196138515
partial2,PHS,7,4,0.0,100,0.0135535400981889
partial2,PHS,7,4,0.0,225,0.002976832790154991
partial2,PHS,7,4,0.0,400,0.0010567532000982404
partial2,PHS,7,4,0.0,900,0.0002331731130676821
partial2,PHS,7,4,0.0,2025,5.6598755621082776e-5
partial2,PHS,7,4,0.0,4900,1.2609978649455644e-5
partial2,PHS,5,2,0.0,100,0.11420687387145442
partial2,PHS,5,2,0.0,225,0.06252012503135736
partial2,PHS,5,2,0.0,400,0.04157997474933709
partial2,PHS,5,2,0.0,900,0.02177201087386621
partial2,PHS,5,2,0.0,2025,0.013112485011286562
partial2,PHS,5,2,0.0,4900,0.00716115978299013
partial2,PHS,5,4,0.0,100,0.01861715393291804
partial2,PHS,5,4,0.0,225,0.004294799095834086
partial2,PHS,5,4,0.0,400,0.0014880714050416772
partial2,PHS,5,4,0.0,900,0.0003348540408966218
partial2,PHS,5,4,0.0,2025,7.929017622278423e-5
partial2,PHS,5,4,0.0,4900,1.676278994976698e-5
partial2,PHS,5,5,0.0,100,0.005444923642933029
partial2,PHS,5,5,0.0,225,0.0007237757739586816
partial2,PHS,5,5,0.0,400,0.0001653602023524261
partial2,PHS,5,5,0.0,900,2.2194196344070913e-5
partial2,PHS,5,5,0.0,2025,3.3245190632715582e-6
partial2,PHS,5,5,0.0,4900,5.082042610371556e-7
partial2,PHS,7,3,0.0,100,0.021868466862898568
partial2,PHS,7,3,0.0,225,0.0077834086375526855
partial2,PHS,7,3,0.0,400,0.0038444179698255117
partial2,PHS,7,3,0.0,900,0.001315351929338569
partial2,PHS,7,3,0.0,2025,0.0005210980162010978
partial2,PHS,7,3,0.0,4900,0.00020430989987878516
partial2,PHS,7,5,0.0,100,0.003586050896348261
partial2,PHS,7,5,0.0,225,0.0005180180906266929
partial2,PHS,7,5,0.0,400,0.0001230838476444278
partial2,PHS,7,5,0.0,900,1.7099318186414923e-5
partial2,PHS,7,5,0.0,2025,2.5730744078133032e-6
partial2,PHS,7,5,0.0,4900,4.1247568116645203e-7
partial2,PHS,7,6,0.0,100,0.0016645726139808156
partial2,PHS,7,6,0.0,225,0.0001577730054468464
partial2,PHS,7,6,0.0,400,2.9972518864662543e-5
partial2,PHS,7,6,0.0,900,2.8650220398215628e-6
partial2,PHS,7,6,0.0,2025,2.692834441346902e-7
partial2,PHS,7,6,0.0,4900,2.3003833833455805e-8
partial2,PHS,3,1,0.0,100,0.5546426270959971
partial2,PHS,3,1,0.0,225,0.49819436979726034
partial2,PHS,3,1,0.0,400,0.4826269166405765
partial2,PHS,3,1,0.0,900,0.446648869710361
partial2,PHS,3,1,0.0,2025,0.4318460316674444
partial2,PHS,3,1,0.0,4900,0.42320885228279825
partial2,PHS,3,3,0.0,100,0.05381071641891492
partial2,PHS,3,3,0.0,225,0.01933476198592566
partial2,PHS,3,3,0.0,400,0.01000833388378902
partial2,PHS,3,3,0.0,900,0.0038697718161992013
partial2,PHS,3,3,0.0,2025,0.001523631575874816
partial2,PHS,3,3,0.0,4900,0.0005896425812918413
partial2,PHS,3,4,0.0,100,0.02251557518948616
partial2,PHS,3,4,0.0,225,0.00538045645297279
partial2,PHS,3,4,0.0,400,0.0018606167313692768
partial2,PHS,3,4,0.0,900,0.0004282374009899051
partial2,PHS,3,4,0.0,2025,0.00010089975637418385
partial2,PHS,3,4,0.0,4900,2.1334071400415063e-5
partial2,IMQ,0,0,1.0,100,0.4857422823729178
partial2,IMQ,0,0,1.0,225,0.5177413297364356
partial2,IMQ,0,0,1.0,400,0.4722032303269545
partial2,IMQ,0,0,1.0,900,0.44595078263009663
partial2,IMQ,0,0,1.0,2025,0.46518497561618577
partial2,IMQ,0,0,1.0,4900,0.4627971146061715
partial2,Gaussian,0,0,1.0,100,0.49013502878113185
partial2,Gaussian,0,0,1.0,225,0.5197610124218912
partial2,Gaussian,0,0,1.0,400,0.4734323514050331
partial2,Gaussian,0,0,1.0,900,0.44543971526299575
partial2,Gaussian,0,0,1.0,2025,0.46524187416633644
partial2,Gaussian,0,0,1.0,4900,0.46286808725674977
partial2,IMQ,0,1,1.0,100,0.27983812148863546
partial2,IMQ,0,1,1.0,225,0.2375319402509792
partial2,IMQ,0,1,1.0,400,0.15616111500658303
partial2,IMQ,0,1,1.0,900,0.11683711393651237
partial2,IMQ,0,1,1.0,2025,0.09893347681096679
partial2,IMQ,0,1,1.0,4900,0.07661433809781046
partial2,Gaussian,0,1,1.0,100,0.2323018477193105
partial2,Gaussian,0,1,1.0,225,0.19440253063978788
partial2,Gaussian,0,1,1.0,400,0.11790000969567982
partial2,Gaussian,0,1,1.0,900,0.09767476596434085
partial2,Gaussian,0,1,1.0,2025,0.08232674557993935
partial2,Gaussian,0,1,1.0,4900,0.06203646986191413
partial2,IMQ,0,2,1.0,100,0.048360683030939114
partial2,IMQ,0,2,1.0,225,0.018651045060955038
partial2,IMQ,0,2,1.0,400,0.008629588120294305
partial2,IMQ,0,2,1.0,900,0.0030183925454682382
partial2,IMQ,0,2,1.0,2025,0.0012165419156941661
partial2,IMQ,0,2,1.0,4900,0.0004348976302075271
partial2,Gaussian,0,2,1.0,100,0.029967960486319473
partial2,Gaussian,0,2,1.0,225,0.012356564398500938
partial2,Gaussian,0,2,1.0,400,0.00533532999524328
partial2,Gaussian,0,2,1.0,900,0.0021003619641449083
partial2,Gaussian,0,2,1.0,2025,0.0008553913049158264
partial2,Gaussian,0,2,1.0,4900,0.00033510664829505674
partial2,IMQ,0,3,1.0,100,0.00978872827891186
partial2,IMQ,0,3,1.0,225,0.002275893211387865
partial2,IMQ,0,3,1.0,400,0.0006994723084088442
partial2,IMQ,0,3,1.0,900,0.00015458505343115961
partial2,IMQ,0,3,1.0,2025,6.38850823430471e-5
partial2,IMQ,0,3,1.0,4900,0.0001576441342751553
partial2,Gaussian,0,3,1.0,100,0.005020137748893884
partial2,Gaussian,0,3,1.0,225,0.00147260528191191
partial2,Gaussian,0,3,1.0,400,0.0005555278003209256
partial2,Gaussian,0,3,1.0,900,0.00011925994206159637
partial2,Gaussian,0,3,1.0,2025,0.00017445323283031563
partial2,Gaussian,0,3,1.0,4900,0.0006045801731682019
partial2,IMQ,0,4,1.0,100,0.0035830406024280215
partial2,IMQ,0,4,1.0,225,0.00036312897894461656
partial2,IMQ,0,4,1.0,400,8.54486574117339e-5
partial2,IMQ,0,4,1.0,900,1.1056850113617167e-5
partial2,IMQ,0,4,1.0,2025,2.211395955031121e-5
partial2,IMQ,0,4,1.0,4900,3.385775394029138e-5
partial2,Gaussian,0,4,1.0,100,0.00034656899306577654
partial2,Gaussian,0,4,1.0,225,6.411859530533034e-5
partial2,Gaussian,0,4,1.0,400,3.405098808147166e-5
partial2,Gaussian,0,4,1.0,900,0.00027482654164641163
partial2,Gaussian,0,4,1.0,2025,0.0002725164077214114
partial2,Gaussian,0,4,1.0,4900,0.0010246241210599776
mixed_partial,PHS,1,1,0.0,100,2.497993552584856
mixed_partial,PHS,1,1,0.0,225,2.9702774475498352
mixed_partial,PHS,1,1,0.0,400,2.9046253643209954
mixed_partial,PHS,1,1,0.0,900,2.619301275423829
mixed_partial,PHS,1,1,0.0,2025,2.783848677072979
mixed_partial,PHS,1,1,0.0,4900,2.8849463630458234
mixed_partial,PHS,3,2,0.0,100,8.884168205929218
mixed_partial,PHS,3,2,0.0,225,10.006085948650792
mixed_partial,PHS,3,2,0.0,400,10.604276159502124
mixed_partial,PHS,3,2,0.0,900,10.922896181371195
mixed_partial,PHS,3,2,0.0,2025,11.048956301624752
mixed_partial,PHS,3,2,0.0,4900,11.120159460194927
mixed_partial,PHS,5,3,0.0,100,0.07689074744881236
mixed_partial,PHS,5,3,0.0,225,0.0345372905242626
mixed_partial,PHS,5,3,0.0,400,0.01552992527662168
mixed_partial,PHS,5,3,0.0,900,0.0064908937785023765
mixed_partial,PHS,5,3,0.0,2025,0.0026023250975055947
mixed_partial,PHS,5,3,0.0,4900,0.0009451250074984367
mixed_partial,PHS,7,4,0.0,100,0.022397948654664185
mixed_partial,PHS,7,4,0.0,225,0.007483166744233174
mixed_partial,PHS,7,4,0.0,400,0.0022561123986527295
mixed_partial,PHS,7,4,0.0,900,0.0007999397440209388
mixed_partial,PHS,7,4,0.0,2025,0.0001665491220828022
mixed_partial,PHS,7,4,0.0,4900,3.746793902023e-5
mixed_partial,PHS,5,2,0.0,100,9.172183393435036
mixed_partial,PHS,5,2,0.0,225,10.146251009667335
mixed_partial,PHS,5,2,0.0,400,10.69638843397675
mixed_partial,PHS,5,2,0.0,900,10.961008915502251
mixed_partial,PHS,5,2,0.0,2025,11.06485721685379
mixed_partial,PHS,5,2,0.0,4900,11.125453264197354
mixed_partial,PHS,5,4,0.0,100,0.03511437438645338
mixed_partial,PHS,5,4,0.0,225,0.01187739214763217
mixed_partial,PHS,5,4,0.0,400,0.0037588529240647254
mixed_partial,PHS,5,4,0.0,900,0.0014659799875719143
mixed_partial,PHS,5,4,0.0,2025,0.0002993945324693059
mixed_partial,PHS,5,4,0.0,4900,6.890293877309222e-5
mixed_partial,PHS,5,5,0.0,100,0.017458596622870182
mixed_partial,PHS,5,5,0.0,225,0.002537810728258024
mixed_partial,PHS,5,5,0.0,400,0.0005657371565992125
mixed_partial,PHS,5,5,0.0,900,6.791268475421309e-5
mixed_partial,PHS,5,5,0.0,2025,1.3686121507698642e-5
mixed_partial,PHS,5,5,0.0,4900,1.967674527939183e-6
mixed_partial,PHS,7,3,0.0,100,0.0393553977153619
mixed_partial,PHS,7,3,0.0,225,0.015682060860401796
mixed_partial,PHS,7,3,0.0,400,0.007795499407002772
mixed_partial,PHS,7,3,0.0,900,0.0028780657197618915
mixed_partial,PHS,7,3,0.0,2025,0.0011075821811956643
mixed_partial,PHS,7,3,0.0,4900,0.0003871960140383923
mixed_partial,PHS,7,5,0.0,100,0.012050329523222176
mixed_partial,PHS,7,5,0.0,225,0.0018539853528544458
mixed_partial,PHS,7,5,0.0,400,0.00040955754882075914
mixed_partial,PHS,7,5,0.0,900,5.130781181583101e-5
mixed_partial,PHS,7,5,0.0,2025,8.49444379245677e-6
mixed_partial,PHS,7,5,0.0,4900,1.278790224257039e-6
mixed_partial,PHS,7,6,0.0,100,0.003679820484510113
mixed_partial,PHS,7,6,0.0,225,0.0003598233699557576
mixed_partial,PHS,7,6,0.0,400,8.667380395431973e-5
mixed_partial,PHS,7,6,0.0,900,1.333045975925569e-5
mixed_partial,PHS,7,6,0.0,2025,1.2244738371221093e-6
mixed_partial,PHS,7,6,0.0,4900,1.384064987996296e-7
mixed_partial,PHS,3,1,0.0,100,1.9260033672643144
mixed_partial,PHS,3,1,0.0,225,1.9886577686113174
mixed_partial,PHS,3,1,0.0,400,2.0336075979934396
mixed_partial,PHS,3,1,0.0,900,1.8809556133175065
mixed_partial,PHS,3,1,0.0,2025,2.0462647782398125
mixed_partial,PHS,3,1,0.0,4900,2.0683264277966567
mixed_partial,PHS,3,3,0.0,100,0.11536239286755559
mixed_partial,PHS,3,3,0.0,225,0.05196469541673775
mixed_partial,PHS,3,3,0.0,400,0.022377537747939675
mixed_partial,PHS,3,3,0.0,900,0.009741366563769218
mixed_partial,PHS,3,3,0.0,2025,0.004093842982497343
mixed_partial,PHS,3,3,0.0,4900,0.0015439579647907298
mixed_partial,PHS,3,4,0.0,100,0.050885761048278744
mixed_partial,PHS,3,4,0.0,225,0.020311141520357567
mixed_partial,PHS,3,4,0.0,400,0.006601856869352346
mixed_partial,PHS,3,4,0.0,900,0.0025231270988955025
mixed_partial,PHS,3,4,0.0,2025,0.0005235690102905135
mixed_partial,PHS,3,4,0.0,4900,0.00011702379887009865
mixed_partial,IMQ,0,0,1.0,100,2.2786029287642724
mixed_partial,IMQ,0,0,1.0,225,2.645203778684401
mixed_partial,IMQ,0,0,1.0,400,2.6015505205550946
mixed_partial,IMQ,0,0,1.0,900,2.5433408056744997
mixed_partial,IMQ,0,0,1.0,2025,2.624578787949876
mixed_partial,IMQ,0,0,1.0,4900,2.628212958263332
mixed_partial,Gaussian,0,0,1.0,100,2.274268051810089
mixed_partial,Gaussian,0,0,1.0,225,2.6289737396620736
mixed_partial,Gaussian,0,0,1.0,400,2.593796450415223
mixed_partial,Gaussian,0,0,1.0,900,2.546628904559422
mixed_partial,Gaussian,0,0,1.0,2025,2.623518722851387
mixed_partial,Gaussian,0,0,1.0,4900,2.6273626534941332
mixed_partial,IMQ,0,1,1.0,100,1.0989895048775613
mixed_partial,IMQ,0,1,1.0,225,0.7220210136143568
mixed_partial,IMQ,0,1,1.0,400,0.521903023734429
mixed_partial,IMQ,0,1,1.0,900,0.502225437981519
mixed_partial,IMQ,0,1,1.0,2025,0.3854157952145564
mixed_partial,IMQ,0,1,1.0,4900,0.3123184221216319
mixed_partial,Gaussian,0,1,1.0,100,1.3272719215929163
mixed_partial,Gaussian,0,1,1.0,225,0.6695036385512874
mixed_partial,Gaussian,0,1,1.0,400,0.4402288954085757
mixed_partial,Gaussian,0,1,1.0,900,0.5337329497955028
mixed_partial,Gaussian,0,1,1.0,2025,0.36401910528383397
mixed_partial,Gaussian,0,1,1.0,4900,0.2962877857022721
mixed_partial,IMQ,0,2,1.0,100,7.841658518023204
mixed_partial,IMQ,0,2,1.0,225,8.441985850761133
mixed_partial,IMQ,0,2,1.0,400,8.955143829824701
mixed_partial,IMQ,0,2,1.0,900,9.145530008175793
mixed_partial,IMQ,0,2,1.0,2025,9.197707173942677
mixed_partial,IMQ,0,2,1.0,4900,9.334670550065379
mixed_partial,Gaussian,0,2,1.0,100,6.451544755183331
mixed_partial,Gaussian,0,2,1.0,225,7.0240903032034625
mixed_partial,Gaussian,0,2,1.0,400,7.503864762510156
mixed_partial,Gaussian,0,2,1.0,900,7.699568648699474
mixed_partial,Gaussian,0,2,1.0,2025,7.6204235166532035
mixed_partial,Gaussian,0,2,1.0,4900,7.94559206688064
mixed_partial,IMQ,0,3,1.0,100,0.03360982473027065
mixed_partial,IMQ,0,3,1.0,225,0.008063090253218273
mixed_partial,IMQ,0,3,1.0,400,0.003366892442656107
mixed_partial,IMQ,0,3,1.0,900,0.000651388627317912
mixed_partial,IMQ,0,3,1.0,2025,0.000477795387265033
mixed_partial,IMQ,0,3,1.0,4900,0.003653263258350339
mixed_partial,Gaussian,0,3,1.0,100,0.01883939678214278
mixed_partial,Gaussian,0,3,1.0,225,0.0036102075847374167
mixed_partial,Gaussian,0,3,1.0,400,0.002078241146557418
mixed_partial,Gaussian,0,3,1.0,900,0.0005241070836502356
mixed_partial,Gaussian,0,3,1.0,2025,0.0009979971660536414
mixed_partial,Gaussian,0,3,1.0,4900,0.004392548343042637
mixed_partial,IMQ,0,4,1.0,100,0.008289629728258668
mixed_partial,IMQ,0,4,1.0,225,0.0020711331096309803
mixed_partial,IMQ,0,4,1.0,400,0.0004527996804374404
mixed_partial,IMQ,0,4,1.0,900,0.0001394919091135099
mixed_partial,IMQ,0,4,1.0,2025,0.00019862408871644456
mixed_partial,IMQ,0,4,1.0,4900,0.0003727134478504499
mixed_partial,Gaussian,0,4,1.0,100,0.0017647436220968415
mixed_partial,Gaussian,0,4,1.0,225,0.0002746453912053535
mixed_partial,Gaussian,0,4,1.0,400,0.00021805251029804483
mixed_partial,Gaussian,0,4,1.0,900,0.0006174338546823657
mixed_partial,Gaussian,0,4,1.0,2025,0.0009598408020690704
mixed_partial,Gaussian,0,4,1.0,4900,0.005304693170442507
hessian,PHS,1,1,0.0,100,1.0265111655134902
hessian,PHS,1,1,0.0,225,1.0365576305369477
hessian,PHS,1,1,0.0,400,1.027144457574475
hessian,PHS,1,1,0.0,900,1.021491776384662
hessian,PHS,1,1,0.0,2025,1.026682934485207
hessian,PHS,1,1,0.0,4900,1.024654514788731
hessian,PHS,3,2,0.0,100,0.6734253032401931
hessian,PHS,3,2,0.0,225,0.7320197616636405
hessian,PHS,3,2,0.0,400,0.7734454347708911
hessian,PHS,3,2,0.0,900,0.7917843127918007
hessian,PHS,3,2,0.0,2025,0.8008081465227926
hessian,PHS,3,2,0.0,4900,0.8054256324899055
hessian,PHS,5,3,0.0,100,0.043065245699999984
hessian,PHS,5,3,0.0,225,0.01502495180017853
hessian,PHS,5,3,0.0,400,0.00813200327076717
hessian,PHS,5,3,0.0,900,0.0029014832837763065
hessian,PHS,5,3,0.0,2025,0.0010868991791657748
hessian,PHS,5,3,0.0,4900,0.00038872003096873073
hessian,PHS,7,4,0.0,100,0.013647066049585826
hessian,PHS,7,4,0.0,225,0.003028052489337777
hessian,PHS,7,4,0.0,400,0.0010881495852836313
hessian,PHS,7,4,0.0,900,0.0002487894931907096
hessian,PHS,7,4,0.0,2025,5.952465417484708e-5
hessian,PHS,7,4,0.0,4900,1.3199336961305833e-5
hessian,PHS,5,2,0.0,100,0.6734350391300197
hessian,PHS,5,2,0.0,225,0.7358698230203254
hessian,PHS,5,2,0.0,400,0.7773282789200733
hessian,PHS,5,2,0.0,900,0.793498756727772
hessian,PHS,5,2,0.0,2025,0.8015486934710254
hessian,PHS,5,2,0.0,4900,0.8056496668224541
hessian,PHS,5,4,0.0,100,0.019006211219601964
hessian,PHS,5,4,0.0,225,0.004430231592681205
hessian,PHS,5,4,0.0,400,0.0015722794570263746
hessian,PHS,5,4,0.0,900,0.0003883536706352706
hessian,PHS,5,4,0.0,2025,8.95544566470079e-5
hessian,PHS,5,4,0.0,4900,1.8775134002841598e-5
hessian,PHS,5,5,0.0,100,0.006720609211848623
hessian,PHS,5,5,0.0,225,0.0010587581165993167
hessian,PHS,5,5,0.0,400,0.0002558875710559687
hessian,PHS,5,5,0.0,900,3.5873933740988474e-5
hessian,PHS,5,5,0.0,2025,6.7430407542535685e-6
hessian,PHS,5,5,0.0,4900,9.62302849594216e-7
hessian,PHS,7,3,0.0,100,0.023150628645293377
hessian,PHS,7,3,0.0,225,0.0079423305606302
hessian,PHS,7,3,0.0,400,0.004316598573482061
hessian,PHS,7,3,0.0,900,0.0014215021911185611
hessian,PHS,7,3,0.0,2025,0.0005594995724199693
hessian,PHS,7,3,0.0,4900,0.0002130106972577601
hessian,PHS,7,5,0.0,100,0.004176019546303052
hessian,PHS,7,5,0.0,225,0.0006763212635078392
hessian,PHS,7,5,0.0,400,0.0001626038400798732
hessian,PHS,7,5,0.0,900,2.309271459339809e-5
hessian,PHS,7,5,0.0,2025,4.218686365471387e-6
hessian,PHS,7,5,0.0,4900,5.783645160449866e-7
hessian,PHS,7,6,0.0,100,0.0016869697190138625
hessian,PHS,7,6,0.0,225,0.00016462462966683792
hessian,PHS,7,6,0.0,400,3.390368148590548e-5
hessian,PHS,7,6,0.0,900,4.2223181980590885e-6
hessian,PHS,7,6,0.0,2025,3.700995394811084e-7
hessian,PHS,7,6,0.0,4900,3.3577064626974486e-8
hessian,PHS,3,1,0.0,100,0.6536614229788236
hessian,PHS,3,1,0.0,225,0.5951868677028957
hessian,PHS,3,1,0.0,400,0.5882353353759852
hessian,PHS,3,1,0.0,900,0.561491105226892
hessian,PHS,3,1,0.0,2025,0.5544662178275027
hessian,PHS,3,1,0.0,4900,0.5430114419623302
hessian,PHS,3,3,0.0,100,0.0659386911236331
hessian,PHS,3,3,0.0,225,0.02316656417841157
hessian,PHS,3,3,0.0,400,0.012832989034849501
hessian,PHS,3,3,0.0,900,0.004852688701026272
hessian,PHS,3,3,0.0,2025,0.00187130737775922
hessian,PHS,3,3,0.0,4900,0.0007151346262184349
hessian,PHS,3,4,0.0,100,0.023694848180679146
hessian,PHS,3,4,0.0,225,0.006025447820726623
hessian,PHS,3,4,0.0,400,0.002163333315348316
hessian,PHS,3,4,0.0,900,0.0006098841549250785
hessian,PHS,3,4,0.0,2025,0.00014000195893202686
hessian,PHS,3,4,0.0,4900,2.7876584177434208e-5
hessian,IMQ,0,0,1.0,100,0.5427253324332281
hessian,IMQ,0,0,1.0,225,0.5763831623805857
hessian,IMQ,0,0,1.0,400,0.5407671436352827
hessian,IMQ,0,0,1.0,900,0.5184470078314847
hessian,IMQ,0,0,1.0,2025,0.5359340629014481
hessian,IMQ,0,0,1.0,4900,0.5320596878539983
hessian,Gaussian,0,0,1.0,100,0.5458832818521054
hessian,Gaussian,0,0,1.0,225,0.5772917181204655
hessian,Gaussian,0,0,1.0,400,0.5416234188711686
hessian,Gaussian,0,0,1.0,900,0.5180766999470405
hessian,Gaussian,0,0,1.0,2025,0.5359843144384299
hessian,Gaussian,0,0,1.0,4900,0.5321044212503281
hessian,IMQ,0,1,1.0,100,0.31028627010259546
hessian,IMQ,0,1,1.0,225,0.25168703321534097
hessian,IMQ,0,1,1.0,400,0.17324934295138691
hessian,IMQ,0,1,1.0,900,0.1391010668677699
hessian,IMQ,0,1,1.0,2025,0.11143212504138966
hessian,IMQ,0,1,1.0,4900,0.08624744189380618
hessian,Gaussian,0,1,1.0,100,0.2886591224019801
hessian,Gaussian,0,1,1.0,225,0.2214581397200639
hessian,Gaussian,0,1,1.0,400,0.14261191647794155
hessian,Gaussian,0,1,1.0,900,0.1258014754764994
hessian,Gaussian,0,1,1.0,2025,0.09745796592054103
hessian,Gaussian,0,1,1.0,4900,0.07337423991686039
hessian,IMQ,0,2,1.0,100,0.5695346468610436
hessian,IMQ,0,2,1.0,225,0.6103816624878035
hessian,IMQ,0,2,1.0,400,0.6499118399587389
hessian,IMQ,0,2,1.0,900,0.6618233559727624
hessian,IMQ,0,2,1.0,2025,0.666200721262849
hessian,IMQ,0,2,1.0,4900,0.6759426582075029
hessian,Gaussian,0,2,1.0,100,0.46829272307369724
hessian,Gaussian,0,2,1.0,225,0.5078204581169988
hessian,Gaussian,0,2,1.0,400,0.54457169370374
hessian,Gaussian,0,2,1.0,900,0.5571846702936954
hessian,Gaussian,0,2,1.0,2025,0.5519561985891754
hessian,Gaussian,0,2,1.0,4900,0.5753566459804377
hessian,IMQ,0,3,1.0,100,0.014216224573328905
hessian,IMQ,0,3,1.0,225,0.0023988980817797123
hessian,IMQ,0,3,1.0,400,0.0011799872340322406
