operator,family,poly_deg,eps,N,nrmse,cond_est
laplacian_polysweep,Gaussian,4,0.6628703161826445,900,0.00024655686587013724,NaN
laplacian_polysweep,Gaussian,4,0.9676410537094535,900,5.4369710896293235e-5,NaN
laplacian_polysweep,Gaussian,4,1.4125375446227544,900,0.00014260578498501126,NaN
laplacian_polysweep,Gaussian,4,2.06198600950222,900,1.4974273267648787e-5,NaN
laplacian_polysweep,Gaussian,4,3.0100341895821345,900,2.6409754332089926e-5,NaN
laplacian_polysweep,Gaussian,4,4.393970560760792,900,4.4672295378317036e-5,NaN
laplacian_polysweep,Gaussian,4,6.414205312236928,900,7.973109654214682e-5,NaN
laplacian_polysweep,Gaussian,4,9.363292088239415,900,0.00015145722036804057,NaN
laplacian_polysweep,Gaussian,4,13.668293180829261,900,0.0002728211015705827,NaN
laplacian_polysweep,Gaussian,4,19.952623149688797,900,0.00047610772047113596,NaN
