x,y,elevation
.816326,.367346,4072.115234375
.836734,.367346,4056.849609375
.857142,.367346,4036.882324219
.877551,.367346,4014.036621094
.897959,.367346,3991.665771484
.918367,.367346,3953.005371094
.938775,.367346,3917.562744141
.959183,.367346,3855.951660156
.979591,.367346,3820.607666016
1.000000,.367346,3782.148925781
0,.387755,3778.647460938
.020408,.387755,3810.891601562
.040816,.387755,3892.740478516
.061224,.387755,3946.559814453
.081632,.387755,4054.853027344
.102040,.387755,4103.470703125
.122448,.387755,4135.269531250
.142857,.387755,4149.958984375
.163265,.387755,4166.770507812
.183673,.387755,4185.603515625
.204081,.387755,4204.451660156
.224489,.387755,4217.195312500
.244897,.387755,4228.401855469
.265306,.387755,4239.167480469
.285714,.387755,4248.783691406
.306122,.387755,4257.556152344
.326530,.387755,4265.831542969
.346938,.387755,4273.003417969
.367346,.387755,4279.794433594
.387755,.387755,4284.454101562
.408163,.387755,4287.891113281
.428571,.387755,4289.400878906
.448979,.387755,4289.045898438
.469387,.387755,4287.758300781
.489795,.387755,4284.802246094
.510204,.387755,4271.191406250
.530612,.387755,4279.956542969
.551020,.387755,4277.501953125
.571428,.387755,4273.639648438
.591836,.387755,4267.327148438
.612244,.387755,4259.933105469
.632653,.387755,4247.977539062
.653061,.387755,4234.812500000
.673469,.387755,4220.238769531
.693877,.387755,4203.064453125
.714285,.387755,4179.143554688
.734693,.387755,4162.523437500
.755102,.387755,4146.472656250
.775510,.387755,4128.884765625
.795918,.387755,4112.875488281
.816326,.387755,4098.796875000
.836734,.387755,4082.669433594
.857142,.387755,4065.801513672
.877551,.387755,4043.196777344
.897959,.387755,4019.400634766
.918367,.387755,3991.120849609
.938775,.387755,3937.757568359
.959183,.387755,3904.407714844
.979591,.387755,3848.844970703
1.000000,.387755,3823.129882812
0,.408163,3825.200195312
.020408,.408163,3866.557617188
.040816,.408163,3914.564697266
.061224,.408163,3917.097900391
.081632,.408163,3954.801513672
.102040,.408163,4087.769531250
.122448,.408163,4100.114257812
.142857,.408163,4134.470214844
.163265,.408163,4160.288085938
.183673,.408163,4178.496093750
.204081,.408163,4196.343750000
.224489,.408163,4210.321289062
.244897,.408163,4223.859375000
.265306,.408163,4236.679687500
.285714,.408163,4248.797363281
.306122,.408163,4261.119140625
.326530,.408163,4272.020507812
.346938,.408163,4280.492187500
.367346,.408163,4287.905273438
.387755,.408163,4294.569335938
.408163,.408163,4300.252929688
.428571,.408163,4304.443359375
.448979,.408163,4306.856933594
.469387,.408163,4308.833007812
.489795,.408163,4309.909179688
.510204,.408163,4309.934570312
.530612,.408163,4309.277343750
.551020,.408163,4308.208496094
.571428,.408163,4304.656250000
.591836,.408163,4298.981933594
.612244,.408163,4292.516601562
.632653,.408163,4283.932128906
.653061,.408163,4272.953613281
.673469,.408163,4257.672851562
.693877,.408163,4237.950683594
.714285,.408163,4216.918945312
.734693,.408163,4183.780761719
.755102,.408163,4172.224609375
.775510,.408163,4155.140136719
.795918,.408163,4138.768066406
.816326,.408163,4116.475585938
.836734,.408163,4095.562988281
.857142,.408163,4077.585937500
.877551,.408163,4050.988525391
.897959,.408163,4035.282958984
.918367,.408163,4003.761230469
.938775,.408163,3966.413085938
.959183,.408163,3924.553955078
.979591,.408163,3897.806884766
1.000000,.408163,3860.996093750
0,.428571,3854.596679688
.020408,.428571,3893.965332031
.040816,.428571,3933.465332031
.061224,.428571,3972.262695312
.081632,.428571,4013.342041016
.102040,.428571,4054.163574219
.122448,.428571,4096.648437500
.142857,.428571,4122.623046875
.163265,.428571,4147.703613281
.183673,.428571,4169.662109375
.204081,.428571,4187.907714844
.224489,.428571,4204.445312500
.244897,.428571,4220.491210938
.265306,.428571,4237.604980469
.285714,.428571,4255.120117188
.306122,.428571,4270.898925781
.326530,.428571,4283.829589844
.346938,.428571,4293.729492188
.367346,.428571,4304.451660156
.387755,.428571,4314.202636719
.408163,.428571,4324.174316406
.428571,.428571,4327.711425781
.448979,.428571,4332.025878906
.469387,.428571,4334.517089844
.489795,.428571,4336.086425781
.510204,.428571,4337.218750000
.530612,.428571,4337.180664062
.551020,.428571,4335.860839844
.571428,.428571,4331.972167969
.591836,.428571,4329.518554688
.612244,.428571,4321.981445312
.632653,.428571,4310.930175781
.653061,.428571,4298.862792969
.673469,.428571,4284.364746094
.693877,.428571,4267.153320312
.714285,.428571,4245.847167969
.734693,.428571,4224.184570312
.755102,.428571,4203.150878906
.775510,.428571,4179.879882812
.795918,.428571,4157.511718750
.816326,.428571,4133.249511719
.836734,.428571,4104.663574219
.857142,.428571,4082.897705078
.877551,.428571,4058.321289062
.897959,.428571,4024.059326172
.918367,.428571,4006.174072266
.938775,.428571,3968.062255859
.959183,.428571,3931.247558594
.979591,.428571,3910.032958984
1.000000,.428571,3870.320312500
0,.448979,3879.224853516
.020408,.448979,3910.650390625
.040816,.448979,3944.803710938
.061224,.448979,3984.255615234
.081632,.448979,4018.628417969
.102040,.448979,4054.226074219
.122448,.448979,4085.274414062
.142857,.448979,4112.977050781
.163265,.448979,4138.287597656
.183673,.448979,4161.258789062
.204081,.448979,4182.432617188
.224489,.448979,4199.956054688
.244897,.448979,4217.821777344
.265306,.448979,4237.773437500
.285714,.448979,4259.187500000
.306122,.448979,4278.957519531
.326530,.448979,4295.718261719
.346938,.448979,4314.290527344
.367346,.448979,4325.401367188
.387755,.448979,4338.535156250
.408163,.448979,4352.542968750
.428571,.448979,4357.881835938
.448979,.448979,4359.796386719
.469387,.448979,4362.299804688
.489795,.448979,4364.001464844
.510204,.448979,4366.625488281
.530612,.448979,4372.904785156
.551020,.448979,4358.046386719
.571428,.448979,4346.103027344
.591836,.448979,4337.144531250
.612244,.448979,4327.392089844
.632653,.448979,4320.347167969
.653061,.448979,4316.402343750
.673469,.448979,4302.040039062
.693877,.448979,4285.698730469
.714285,.448979,4266.100097656
.734693,.448979,4246.037109375
.755102,.448979,4225.143066406
.775510,.448979,4197.517089844
.795918,.448979,4173.485839844
.816326,.448979,4139.802734375
.836734,.448979,4112.666992188
.857142,.448979,4088.860351562
.877551,.448979,4062.329833984
.897959,.448979,4026.522705078
.918367,.448979,3996.786621094
.938775,.448979,3962.552001953
.959183,.448979,3948.189697266
.979591,.448979,3895.057617188
1.000000,.448979,3887.476562500
0,.469387,3889.348632812
.020408,.469387,3923.766601562
.040816,.469387,3958.476562500
.061224,.469387,3996.506347656
.081632,.469387,4026.359375000
.102040,.469387,4056.158935547
.122448,.469387,4082.083984375
.142857,.469387,4106.591796875
.163265,.469387,4128.044433594
.183673,.469387,4150.319335938
.204081,.469387,4172.359863281
.224489,.469387,4193.356933594
.244897,.469387,4213.259765625
.265306,.469387,4235.642578125
.285714,.469387,4258.321289062
.306122,.469387,4283.806640625
.326530,.469387,4304.910156250
.346938,.469387,4325.773925781
.367346,.469387,4343.812988281
.387755,.469387,4360.917480469
.408163,.469387,4369.427246094
.428571,.469387,4373.372070312
.448979,.469387,4375.410644531
.469387,.469387,4376.959472656
.489795,.469387,4381.734375000
.510204,.469387,4380.081542969
.530612,.469387,4365.757324219
.551020,.469387,4352.874023438
.571428,.469387,4341.059082031
.591836,.469387,4330.114257812
.612244,.469387,4321.021972656
.632653,.469387,4314.363769531
.653061,.469387,4314.252441406
.673469,.469387,4322.583984375
.693877,.469387,4299.260253906
.714285,.469387,4276.009765625
.734693,.469387,4257.368164062
.755102,.469387,4236.187988281
.775510,.469387,4207.023437500
.795918,.469387,4180.833007812
.816326,.469387,4152.939941406
.836734,.469387,4116.026367188
.857142,.469387,4092.033935547
.877551,.469387,4066.695312500
.897959,.469387,4038.072265625
.918367,.469387,4009.485839844
.938775,.469387,3974.474609375
.959183,.469387,3929.194580078
.979591,.469387,3910.625244141
1.000000,.469387,3876.100830078
0,.489795,3883.882812500
.020408,.489795,3931.704589844
.040816,.489795,3955.894042969
.061224,.489795,3997.875732422
.081632,.489795,4022.370117188
.102040,.489795,4052.216796875
.122448,.489795,4080.271728516
.142857,.489795,4103.550781250
.163265,.489795,4125.548828125
.183673,.489795,4146.512207031
.204081,.489795,4167.991699219
.224489,.489795,4189.877929688
.244897,.489795,4213.089843750
.265306,.489795,4237.498046875
.285714,.489795,4259.098144531
.306122,.489795,4289.975585938
.326530,.489795,4319.470214844
.346938,.489795,4348.722656250
.367346,.489795,4365.956542969
.387755,.489795,4379.203125000
.408163,.489795,4376.285644531
.428571,.489795,4378.082031250
.448979,.489795,4378.085449219
.469387,.489795,4378.440917969
.489795,.489795,4381.719238281
.510204,.489795,4377.153808594
.530612,.489795,4361.020507812
.551020,.489795,4347.225585938
.571428,.489795,4335.833496094
.591836,.489795,4326.944824219
.612244,.489795,4319.662109375
.632653,.489795,4313.924316406
.653061,.489795,4311.692382812
.673469,.489795,4317.372558594
.693877,.489795,4313.818359375
.714285,.489795,4280.195312500
.734693,.489795,4257.389160156
.755102,.489795,4237.567382812
.775510,.489795,4207.880859375
.795918,.489795,4181.585449219
.816326,.489795,4155.775390625
.836734,.489795,4125.275878906
.857142,.489795,4096.609863281
.877551,.489795,4067.666992188
.897959,.489795,4045.671386719
.918367,.489795,3992.736816406
.938775,.489795,3965.773193359
.959183,.489795,3935.214843750
.979591,.489795,3900.949951172
1.000000,.489795,3867.981689453
0,.510204,3858.593261719
.020408,.510204,3902.698486328
.040816,.510204,3936.969238281
.061224,.510204,3992.879150391
.081632,.510204,4016.567382812
.102040,.510204,4049.575195312
.122448,.510204,4073.370849609
.142857,.510204,4097.178710938
.163265,.510204,4124.482910156
.183673,.510204,4148.173828125
.204081,.510204,4172.402343750
.224489,.510204,4195.102539062
.244897,.510204,4218.503417969
.265306,.510204,4244.462890625
.285714,.510204,4272.595214844
.306122,.510204,4296.857910156
.326530,.510204,4325.617675781
.346938,.510204,4348.707031250
.367346,.510204,4368.373535156
.387755,.510204,4381.996582031
.408163,.510204,4376.388183594
.428571,.510204,4373.725097656
.448979,.510204,4374.191894531
.469387,.510204,4376.522949219
.489795,.510204,4385.985839844
.510204,.510204,4375.762207031
.530612,.510204,4360.486816406
.551020,.510204,4346.074707031
.571428,.510204,4334.016113281
.591836,.510204,4325.271484375
.612244,.510204,4318.932617188
.632653,.510204,4315.270019531
.653061,.510204,4314.066406250
.673469,.510204,4318.551757812
.693877,.510204,4304.492187500
.714285,.510204,4277.524902344
.734693,.510204,4252.764160156
.755102,.510204,4222.079589844
.775510,.510204,4198.139648438
.795918,.510204,4170.301269531
.816326,.510204,4145.235351562
.836734,.510204,4123.723632812
.857142,.510204,4099.353027344
.877551,.510204,4069.753173828
.897959,.510204,4043.937988281
.918367,.510204,4012.517333984
.938775,.510204,3969.542968750
.959183,.510204,3940.198242188
.979591,.510204,3912.817626953
1.000000,.510204,3877.664062500
0,.530612,3906.241943359
.020408,.530612,3906.011718750
.040816,.530612,3933.211425781
.061224,.530612,3967.717041016
.081632,.530612,4001.619628906
.102040,.530612,4055.643310547
.122448,.530612,4074.807373047
.142857,.530612,4097.494140625
.163265,.530612,4121.739746094
.183673,.530612,4148.080566406
.204081,.530612,4173.948730469
.224489,.530612,4197.496093750
.244897,.530612,4222.775878906
.265306,.530612,4250.512695312
.285714,.530612,4274.868164062
.306122,.530612,4306.049804688
.326530,.530612,4326.250000000
.346938,.530612,4339.803222656
.367346,.530612,4354.344726562
.387755,.530612,4366.677246094
.408163,.530612,4372.875000000
.428571,.530612,4372.976562500
.448979,.530612,4368.750000000
.469387,.530612,4366.975585938
.489795,.530612,4373.566406250
.510204,.530612,4386.971191406
.530612,.530612,4360.466308594
.551020,.530612,4345.828613281
.571428,.530612,4334.697753906
.591836,.530612,4325.666015625
.612244,.530612,4319.925292969
.632653,.530612,4319.875976562
.653061,.530612,4325.506835938
.673469,.530612,4314.369140625
.693877,.530612,4286.492187500
.714285,.530612,4260.507324219
.734693,.530612,4231.577636719
.755102,.530612,4205.437988281
.775510,.530612,4178.975585938
.795918,.530612,4152.132812500
.816326,.530612,4131.049804688
.836734,.530612,4108.369140625
.857142,.530612,4078.951171875
.877551,.530612,4053.885009766
.897959,.530612,4031.591552734
.918367,.530612,4007.343261719
.938775,.530612,3978.432373047
.959183,.530612,3951.664306641
.979591,.530612,3926.912597656
1.000000,.530612,3898.355957031
0,.551020,3925.029785156
.020408,.551020,3936.852783203
.040816,.551020,3942.974121094
.061224,.551020,3969.020263672
.081632,.551020,4017.664550781
.102040,.551020,4049.517333984
.122448,.551020,4077.090087891
.142857,.551020,4098.027832031
.163265,.551020,4120.620117188
.183673,.551020,4143.370117188
.204081,.551020,4167.734863281
.224489,.551020,4191.321777344
.244897,.551020,4214.806640625
.265306,.551020,4239.770996094
.285714,.551020,4261.777343750
.306122,.551020,4279.189453125
.326530,.551020,4294.403320312
.346938,.551020,4310.631835938
.367346,.551020,4327.244628906
.387755,.551020,4340.825683594
.408163,.551020,4351.569824219
.428571,.551020,4361.827636719
.448979,.551020,4367.544433594
.469387,.551020,4365.280761719
.489795,.551020,4361.420410156
.510204,.551020,4366.524902344
.530612,.551020,4370.662597656
.551020,.551020,4355.780273438
.571428,.551020,4338.798828125
.591836,.551020,4332.092773438
.612244,.551020,4332.934082031
.632653,.551020,4327.911621094
.653061,.551020,4312.214355469
.673469,.551020,4292.075683594
.693877,.551020,4269.724121094
.714285,.551020,4243.110839844
.734693,.551020,4210.345214844
.755102,.551020,4184.526855469
.775510,.551020,4158.543457031
.795918,.551020,4131.211425781
.816326,.551020,4104.195800781
.836734,.551020,4070.448730469
.857142,.551020,4055.720214844
.877551,.551020,4037.815429688
.897959,.551020,4015.920898438
.918367,.551020,3993.390625000
.938775,.551020,3969.731445312
.959183,.551020,3947.350830078
.979591,.551020,3923.550781250
1.000000,.551020,3898.650390625
0,.571428,3932.630859375
.020408,.571428,3940.366455078
.040816,.571428,3958.027587891
.061224,.571428,3974.589111328
.081632,.571428,4003.501708984
.102040,.571428,4031.420410156
.122448,.571428,4058.082275391
.142857,.571428,4081.842285156
.163265,.571428,4104.070800781
.183673,.571428,4128.999023438
.204081,.571428,4154.540527344
.224489,.571428,4177.063964844
.244897,.571428,4199.619140625
.265306,.571428,4221.377441406
.285714,.571428,4242.018554688
.306122,.571428,4260.049804688
.326530,.571428,4274.697753906
.346938,.571428,4288.705078125
.367346,.571428,4306.089355469
.387755,.571428,4318.034667969
.408163,.571428,4325.414062500
.428571,.571428,4332.836914062
.448979,.571428,4339.474609375
.469387,.571428,4342.375000000
.489795,.571428,4343.856445312
.510204,.571428,4341.918457031
.530612,.571428,4339.156250000
.551020,.571428,4333.526855469
.571428,.571428,4327.876464844
.591836,.571428,4320.313476562
.612244,.571428,4311.286621094
.632653,.571428,4298.587402344
.653061,.571428,4280.675292969
.673469,.571428,4261.981445312
.693877,.571428,4241.203125000
.714285,.571428,4214.553710938
.734693,.571428,4189.400390625
.755102,.571428,4159.786132812
.775510,.571428,4125.981445312
.795918,.571428,4092.928222656
.816326,.571428,4066.401611328
.836734,.571428,4050.485595703
.857142,.571428,4035.296142578
.877551,.571428,4005.235107422
.897959,.571428,3986.934570312
.918367,.571428,3972.900146484
.938775,.571428,3953.511962891
.959183,.571428,3934.553955078
.979591,.571428,3912.180175781
1.000000,.571428,3887.824462891
0,.591836,3940.555908203
.020408,.591836,3951.743164062
.040816,.591836,3959.095947266
.061224,.591836,3977.382568359
.081632,.591836,3998.020507812
.102040,.591836,4019.417724609
.122448,.591836,4042.169433594
.142857,.591836,4065.038818359
.163265,.591836,4084.880859375
.183673,.591836,4103.244140625
.204081,.591836,4128.920410156
.224489,.591836,4154.279296875
.244897,.591836,4179.357910156
.265306,.591836,4201.268066406
.285714,.591836,4220.296386719
.306122,.591836,4236.164062500
.326530,.591836,4250.481933594
.346938,.591836,4263.886718750
.367346,.591836,4277.033203125
.387755,.591836,4288.819335938
.408163,.591836,4295.475097656
.428571,.591836,4303.046875000
.448979,.591836,4310.795410156
.469387,.591836,4311.794433594
.489795,.591836,4311.127441406
.510204,.591836,4312.625976562
.530612,.591836,4311.094238281
.551020,.591836,4308.155273438
.571428,.591836,4303.721679688
.591836,.591836,4297.035156250
.612244,.591836,4287.147949219
.632653,.591836,4273.864257812
.653061,.591836,4258.487792969
.673469,.591836,4242.277343750
.693877,.591836,4223.320800781
.714285,.591836,4199.186035156
.734693,.591836,4157.944335938
.755102,.591836,4117.282226562
.775510,.591836,4093.166992188
.795918,.591836,4075.906982422
.816326,.591836,4048.841064453
.836734,.591836,4020.721191406
.857142,.591836,3995.131835938
.877551,.591836,3970.455078125
.897959,.591836,3944.315429688
.918367,.591836,3925.078369141
.938775,.591836,3912.074951172
.959183,.591836,3897.470214844
.979591,.591836,3879.602783203
1.000000,.591836,3872.008056641
0,.612244,3955.210449219
.020408,.612244,3954.280517578
.040816,.612244,3963.823486328
.061224,.612244,3980.933837891
.081632,.612244,3998.548095703
.102040,.612244,4015.647216797
.122448,.612244,4033.585693359
.142857,.612244,4051.572265625
.163265,.612244,4070.043701172
.183673,.612244,4088.344726562
.204081,.612244,4107.538574219
.224489,.612244,4127.662597656
.244897,.612244,4153.356445312
.265306,.612244,4176.315429688
.285714,.612244,4195.794921875
.306122,.612244,4211.593261719
.326530,.612244,4221.859375000
.346938,.612244,4235.929199219
.367346,.612244,4243.225585938
.387755,.612244,4249.276367188
.408163,.612244,4254.955078125
.428571,.612244,4259.798339844
.448979,.612244,4263.430175781
.469387,.612244,4270.356933594
.489795,.612244,4275.618652344
.510204,.612244,4274.358886719
.530612,.612244,4271.586425781
.551020,.612244,4270.051269531
.571428,.612244,4267.888183594
.591836,.612244,4264.683105469
.612244,.612244,4259.509765625
.632653,.612244,4251.286132812
.653061,.612244,4238.747070312
.673469,.612244,4223.415039062
.693877,.612244,4204.479980469
.714285,.612244,4179.545410156
.734693,.612244,4135.312500000
.755102,.612244,4107.551269531
.775510,.612244,4083.359375000
.795918,.612244,4058.207031250
.816326,.612244,4027.422851562
.836734,.612244,4002.492431641
.857142,.612244,3974.900634766
.877551,.612244,3940.138427734
.897959,.612244,3911.493164062
.918367,.612244,3878.871093750
.938775,.612244,3848.369384766
.959183,.612244,3830.034179688
.979591,.612244,3815.822265625
1.000000,.612244,3785.406005859
0,.632653,3955.958740234
.020408,.632653,3967.194335938
.040816,.632653,3966.731201172
.061224,.632653,3979.530029297
.081632,.632653,3995.573974609
.102040,.632653,4010.613037109
.122448,.632653,4025.899169922
.142857,.632653,4041.526611328
.163265,.632653,4058.388183594
.183673,.632653,4075.871093750
.204081,.632653,4094.287841797
.224489,.632653,4111.274902344
.244897,.632653,4129.600585938
.265306,.632653,4149.545410156
.285714,.632653,4168.916992188
.306122,.632653,4184.395507812
.326530,.632653,4198.105957031
.346938,.632653,4207.413085938
.367346,.632653,4213.505371094
.387755,.632653,4218.861816406
.408163,.632653,4222.279785156
.428571,.632653,4227.511718750
.448979,.632653,4231.376464844
.469387,.632653,4231.936035156
.489795,.632653,4234.681640625
.510204,.632653,4235.847656250
.530612,.632653,4227.667968750
.551020,.632653,4225.329101562
.571428,.632653,4221.294921875
.591836,.632653,4215.152832031
.612244,.632653,4205.822265625
.632653,.632653,4202.737792969
.653061,.632653,4194.837890625
.673469,.632653,4184.136230469
.693877,.632653,4169.136230469
.714285,.632653,4149.992675781
.734693,.632653,4112.945312500
.755102,.632653,4090.349121094
.775510,.632653,4063.944335938
.795918,.632653,4043.071044922
.816326,.632653,4011.871582031
.836734,.632653,3990.879150391
.857142,.632653,3957.352050781
.877551,.632653,3922.388427734
.897959,.632653,3884.311523438
.918367,.632653,3852.966552734
.938775,.632653,3828.717773438
.959183,.632653,3811.760253906
.979591,.632653,3789.074707031
1.000000,.632653,3766.783691406
0,.653061,3965.401855469
.020408,.653061,3970.458007812
.040816,.653061,3983.972656250
.061224,.653061,3986.035400391
.081632,.653061,3991.875244141
.102040,.653061,4001.560791016
.122448,.653061,4014.659667969
.142857,.653061,4029.721679688
.163265,.653061,4047.059570312
.183673,.653061,4065.271240234
.204081,.653061,4082.687011719
.224489,.653061,4098.627441406
.244897,.653061,4115.541992188
.265306,.653061,4131.133789062
.285714,.653061,4145.576171875
.306122,.653061,4158.012207031
.326530,.653061,4169.865234375
.346938,.653061,4180.140625000
.367346,.653061,4188.958496094
.387755,.653061,4195.443847656
.408163,.653061,4201.000976562
.428571,.653061,4204.388671875
.448979,.653061,4206.283691406
.469387,.653061,4207.059570312
.489795,.653061,4206.529785156
.510204,.653061,4204.065917969
.530612,.653061,4197.117187500
.551020,.653061,4189.113769531
.571428,.653061,4184.061523438
.591836,.653061,4176.479003906
.612244,.653061,4168.120605469
.632653,.653061,4159.410644531
.653061,.653061,4151.141601562
.673469,.653061,4140.536621094
.693877,.653061,4126.069824219
.714285,.653061,4110.375000000
.734693,.653061,4092.193115234
.755102,.653061,4065.279541016
.775510,.653061,4034.699462891
.795918,.653061,4013.848632812
.816326,.653061,3992.273681641
.836734,.653061,3971.464843750
.857142,.653061,3924.602783203
.877551,.653061,3901.695068359
.897959,.653061,3866.872558594
.918367,.653061,3841.148437500
.938775,.653061,3822.003906250
.959183,.653061,3771.697998047
.979591,.653061,3757.134033203
1.000000,.653061,3731.801025391
0,.673469,3959.799560547
.020408,.673469,3974.138427734
.040816,.673469,3991.375000000
.061224,.673469,4010.925537109
.081632,.673469,4017.214843750
.102040,.673469,4015.617187500
.122448,.673469,4019.704589844
.142857,.673469,4028.128173828
.163265,.673469,4040.194580078
.183673,.673469,4056.212646484
.204081,.673469,4073.395507812
.224489,.673469,4089.659912109
.244897,.673469,4105.047851562
.265306,.673469,4119.595214844
.285714,.673469,4133.028320312
.306122,.673469,4145.106933594
.326530,.673469,4155.667480469
.346938,.673469,4164.607910156
.367346,.673469,4172.667968750
.387755,.673469,4178.534667969
.408163,.673469,4183.192871094
.428571,.673469,4185.897949219
.448979,.673469,4187.201171875
.469387,.673469,4186.869628906
.489795,.673469,4184.770507812
.510204,.673469,4182.177734375
.530612,.673469,4172.310546875
.551020,.673469,4158.179199219
.571428,.673469,4143.104492188
.591836,.673469,4132.016601562
.612244,.673469,4115.091308594
.632653,.673469,4101.741210938
.653061,.673469,4089.215332031
.673469,.673469,4086.467773438
.693877,.673469,4082.191650391
.714285,.673469,4072.555664062
.734693,.673469,4059.189453125
.755102,.673469,4030.669433594
.775510,.673469,4009.259033203
.795918,.673469,3987.691894531
.816326,.673469,3967.470214844
.836734,.673469,3946.758789062
.857142,.673469,3925.809326172
.877551,.673469,3893.781250000
.897959,.673469,3862.247802734
.918367,.673469,3833.220703125
.938775,.673469,3810.249267578
.959183,.673469,3756.416503906
.979591,.673469,3736.069580078
1.000000,.673469,3694.955322266
0,.693877,3984.925781250
.020408,.693877,3989.386230469
.040816,.693877,4000.960693359
.061224,.693877,4011.662841797
.081632,.693877,4029.100830078
.102040,.693877,4043.834716797
.122448,.693877,4056.477783203
.142857,.693877,4052.752929688
.163265,.693877,4053.758789062
.183673,.693877,4061.446533203
.204081,.693877,4073.737304688
.224489,.693877,4087.040283203
.244897,.693877,4101.394042969
.265306,.693877,4114.713867188
.285714,.693877,4127.122558594
.306122,.693877,4137.820800781
.326530,.693877,4147.456542969
.346938,.693877,4155.351562500
.367346,.693877,4161.981445312
.387755,.693877,4167.007324219
.408163,.693877,4170.035156250
.428571,.693877,4171.172363281
.448979,.693877,4170.170410156
.469387,.693877,4167.000488281
.489795,.693877,4161.603027344
.510204,.693877,4152.062500000
.530612,.693877,4142.178222656
.551020,.693877,4123.437500000
.571428,.693877,4112.273437500
.591836,.693877,4099.834472656
.612244,.693877,4084.698730469
.632653,.693877,4068.178710938
.653061,.693877,4054.878662109
.673469,.693877,4048.476806641
.693877,.693877,4040.214111328
.714285,.693877,4028.694580078
.734693,.693877,4018.837402344
.755102,.693877,4003.333251953
.775510,.693877,3977.860839844
.795918,.693877,3958.616943359
.816326,.693877,3938.352050781
.836734,.693877,3915.663574219
.857142,.693877,3893.196533203
.877551,.693877,3868.435791016
.897959,.693877,3842.955566406
.918367,.693877,3826.387451172
.938775,.693877,3800.737304688
.959183,.693877,3739.133544922
.979591,.693877,3709.345703125
1.000000,.693877,3675.387939453
0,.714285,4003.852783203
.020408,.714285,4014.313476562
.040816,.714285,4018.177001953
.061224,.714285,4023.872314453
.081632,.714285,4036.014160156
.102040,.714285,4047.679443359
.122448,.714285,4061.320556641
.142857,.714285,4074.467041016
.163265,.714285,4086.197753906
.183673,.714285,4085.890136719
.204081,.714285,4088.705810547
.224489,.714285,4095.852539062
.244897,.714285,4106.218261719
.265306,.714285,4116.760253906
.285714,.714285,4126.838867188
.306122,.714285,4135.547851562
.326530,.714285,4143.314941406
.346938,.714285,4149.756347656
.367346,.714285,4155.597656250
.387755,.714285,4159.357910156
.408163,.714285,4161.181152344
.428571,.714285,4160.375000000
.448979,.714285,4156.912109375
.469387,.714285,4149.442382812
.489795,.714285,4140.185546875
.510204,.714285,4122.501953125
.530612,.714285,4111.315429688
.551020,.714285,4096.086914062
.571428,.714285,4081.254638672
.591836,.714285,4066.718994141
.612244,.714285,4052.836425781
.632653,.714285,4029.455566406
.653061,.714285,4008.190673828
.673469,.714285,3995.833984375
.693877,.714285,3987.440185547
.714285,.714285,3991.904052734
.734693,.714285,3980.720214844
.755102,.714285,3967.313476562
.775510,.714285,3949.424804688
.795918,.714285,3928.638427734
.816326,.714285,3909.733398438
.836734,.714285,3887.700195312
.857142,.714285,3868.896972656
.877551,.714285,3851.415039062
.897959,.714285,3818.753173828
.918367,.714285,3806.382812500
.938775,.714285,3782.492187500
.959183,.714285,3756.147705078
.979591,.714285,3725.396972656
1.000000,.714285,3659.583496094
0,.734693,4109.333007812
.020408,.734693,4047.076660156
.040816,.734693,4039.918701172
.061224,.734693,4041.895751953
.081632,.734693,4048.251708984
.102040,.734693,4056.134277344
.122448,.734693,4065.629638672
.142857,.734693,4077.285156250
.163265,.734693,4088.861816406
.183673,.734693,4100.708984375
.204081,.734693,4109.889648438
.224489,.734693,4114.126464844
.244897,.734693,4118.252929688
.265306,.734693,4123.545898438
.285714,.734693,4129.692871094
.306122,.734693,4136.120117188
.326530,.734693,4142.132324219
.346938,.734693,4147.030761719
.367346,.734693,4151.475585938
.387755,.734693,4154.553222656
.408163,.734693,4155.515625000
.428571,.734693,4153.899902344
.448979,.734693,4147.959960938
.469387,.734693,4138.535644531
.489795,.734693,4119.278808594
.510204,.734693,4108.651367188
.530612,.734693,4091.552246094
.551020,.734693,4070.980957031
.571428,.734693,4045.479003906
.591836,.734693,4023.761230469
.612244,.734693,4009.287353516
.632653,.734693,3976.346679688
.653061,.734693,3961.758056641
.673469,.734693,3946.314941406
.693877,.734693,3934.520507812
.714285,.734693,3935.968261719
.734693,.734693,3937.802490234
.755102,.734693,3929.340820312
.775510,.734693,3916.648925781
.795918,.734693,3897.757568359
.816326,.734693,3878.950195312
.836734,.734693,3860.971435547
.857142,.734693,3844.105712891
.877551,.734693,3828.082031250
.897959,.734693,3801.072509766
.918367,.734693,3779.743652344
.938775,.734693,3753.226318359
.959183,.734693,3738.166015625
.979591,.734693,3705.681884766
1.000000,.734693,3689.793701172
0,.755102,4160.263183594
.020408,.755102,4126.233398438
.040816,.755102,4085.900634766
.061224,.755102,4075.317382812
.081632,.755102,4070.615478516
.102040,.755102,4070.430175781
.122448,.755102,4076.105957031
.142857,.755102,4083.663085938
.163265,.755102,4092.018066406
.183673,.755102,4102.014160156
.204081,.755102,4112.348632812
.224489,.755102,4121.838867188
.244897,.755102,4130.149902344
.265306,.755102,4136.060546875
.285714,.755102,4140.190917969
.306122,.755102,4143.808105469
.326530,.755102,4147.097656250
.346938,.755102,4150.104980469
.367346,.755102,4152.558105469
.387755,.755102,4154.392578125
.408163,.755102,4155.127929688
.428571,.755102,4153.594238281
.448979,.755102,4148.262207031
.469387,.755102,4140.767089844
